POS,,,,,,,,,,,,,,,,,,,,,,,,
SalesKey,ProductName,Manufacturer,BrandName,ClassName,UnitCost,UnitPrice,SalesQuantity,DiscountQuantity,DiscountAmount,TotalCost,SalesAmount,FullDateLabel,DateDescription,CalendarYear,CalendarQuarter,CalendarQuarterLabel,CalendarMonth,CalendarMonthLabel,CalendarWeek,CalendarWeekLabel,CalendarDayOfWeekLabel,IsWorkDay,EuropeSeason,NorthAmericaSeason
1993040,Fabrikam Microwave 1.0CuFt E1100 White,"Fabrikam, Inc.",Fabrikam,Regular,71.37,139.99,10,0,0,713.7,1399.9,6/15/2009,6/15/2009,2009,20092,Q2,200906,June,200925,Week 25,Monday,WorkDay,None,None
2794324,Contoso Water Heater 2.6GPM E0900 Green,"Contoso, Ltd",Contoso ,Regular,258.99,508,10,0,0,2589.9,5080,6/15/2009,6/15/2009,2009,20092,Q2,200906,June,200925,Week 25,Monday,WorkDay,None,None
3214016,A. Datum Bridge Digital Camera M300 Black,A. Datum Corporation,A. Datum,Regular,85.95,186.9,10,0,0,859.5,1869,6/15/2009,6/15/2009,2009,20092,Q2,200906,June,200925,Week 25,Monday,WorkDay,None,None
1675138,Fabrikam Budget Movie-Maker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Fabrikam  ,Regular,220.25,432,10,0,0,2202.5,4320,6/15/2009,6/15/2009,2009,20092,Q2,200906,June,200925,Week 25,Monday,WorkDay,None,None
262443,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Black,The Phone Company,The Phone Company,Regular,123.24,268,10,0,0,1232.4,2680,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
1800876,Contoso USB Cable M250 White,"Contoso, Ltd",Contoso,Regular,11.5,25,10,0,0,115,250,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
2461963,Contoso DVD 48 DVD Storage Binder M50 Silver,"Contoso, Ltd",Contoso,Regular,8.27,17.99,10,0,0,82.7,179.9,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
2503778,Contoso Screen 125in M250 Black,"Contoso, Ltd",Contoso,Regular,152.08,459,10,0,0,1520.8,4590,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
497842,Contoso Home Theater System 4.1 Channel M1400 Black,"Contoso, Ltd",Contoso,Regular,208.52,409,10,0,0,2085.2,4090,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
1344864,WWI Laptop15 M0150 White,Wide World Importers,Wide World Importers,Regular,321.44,699,10,0,0,3214.4,6990,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
877123,WWI Laptop15.4W M0156 Black,Wide World Importers,Wide World Importers,Regular,348.58,758,10,0,0,3485.8,7580,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
303400,Contoso Air conditioner 8000BTU M0320 Grey,"Contoso, Ltd",Contoso ,Regular,183.94,399.99,10,0,0,1839.4,3999.9,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
1914789,WWI Wall Lamp E315 Blue,Wide World Importers,Wide World Importers,Economy,52,101.99,20,0,0,1040,2039.8,6/16/2009,6/16/2009,2009,20092,Q2,200906,June,200925,Week 25,Tuesday,WorkDay,None,None
2799320,WWI LCD22W M2003 White,Wide World Importers,Wide World Importers,Regular,224.97,679,10,0,0,2249.7,6790,6/17/2009,6/17/2009,2009,20092,Q2,200906,June,200925,Week 25,Wednesday,WorkDay,None,None
947267,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Adventure Works,Regular,188.13,369,10,0,0,1881.3,3690,6/17/2009,6/17/2009,2009,20092,Q2,200906,June,200925,Week 25,Wednesday,WorkDay,None,None
1884371,Contoso Cables To Go USB 2.0 Hard Drive Enclosure E920 White,"Contoso, Ltd",Contoso,Economy,6.07,11.9,20,0,0,121.4,238,6/17/2009,6/17/2009,2009,20092,Q2,200906,June,200925,Week 25,Wednesday,WorkDay,None,None
1068052,Contoso Rechargeable Li-Ion Battery Pack E300 White,"Contoso, Ltd",Contoso,Economy,25.49,49.99,20,0,0,509.8,999.8,6/17/2009,6/17/2009,2009,20092,Q2,200906,June,200925,Week 25,Wednesday,WorkDay,None,None
2979279,The Phone Company Smart phones 4 GB of Memory M300 White,The Phone Company,The Phone Company,Regular,109.91,239,10,0,0,989.19,2390,6/17/2009,6/17/2009,2009,20092,Q2,200906,June,200925,Week 25,Wednesday,WorkDay,None,None
1702341,Contoso SLR Camera 35" M358 Silver Grey,"Contoso, Ltd",Contoso,Regular,164.63,358,10,0,0,1646.3,3580,6/17/2009,6/17/2009,2009,20092,Q2,200906,June,200925,Week 25,Wednesday,WorkDay,None,None
1647792,A. Datum SLR Camera X140 Pink,A. Datum Corporation,A. Datum,Regular,207.74,627,10,0,0,1869.66,6270,6/17/2009,6/17/2009,2009,20092,Q2,200906,June,200925,Week 25,Wednesday,WorkDay,None,None
1330288,Contoso Digital Camera/Camcorder USB Cable E324 Silver,"Contoso, Ltd",Contoso,Economy,14.28,28,20,0,0,285.6,560,6/18/2009,6/18/2009,2009,20092,Q2,200906,June,200925,Week 25,Thursday,WorkDay,None,None
3101163,Contoso DVD 58 DVD Storage Binder M55 Silver,"Contoso, Ltd",Contoso,Regular,6.39,13.89,10,0,0,57.51,138.9,6/18/2009,6/18/2009,2009,20092,Q2,200906,June,200925,Week 25,Thursday,WorkDay,None,None
1186724,MGS Hand Games men M300 Silver,Tailspin Toys,Tailspin Toys,Regular,3.17,6.89,50,0,0,158.5,344.5,6/18/2009,6/18/2009,2009,20092,Q2,200906,June,200925,Week 25,Thursday,WorkDay,None,None
286905,Contoso DVD Player M120 White,"Contoso, Ltd",Contoso,Regular,27.13,58.99,10,0,0,271.3,589.9,6/18/2009,6/18/2009,2009,20092,Q2,200906,June,200925,Week 25,Thursday,WorkDay,None,None
2025766,Contoso Microwave 2.2CuFt M0125 Silver,"Contoso, Ltd",Contoso,Regular,91.97,199.99,10,0,0,827.73,1999.9,6/18/2009,6/18/2009,2009,20092,Q2,200906,June,200925,Week 25,Thursday,WorkDay,None,None
2946367,Contoso Coffee Maker Auto 10C M1000 White,"Contoso, Ltd",Contoso,Regular,343.05,745.99,10,0,0,3087.45,7459.9,6/18/2009,6/18/2009,2009,20092,Q2,200906,June,200925,Week 25,Thursday,WorkDay,None,None
2079169,SV USB Sync Charge Cable E700 Blue,Southridge Video,Southridge Video,Economy,1.01,1.99,20,0,0,20.2,39.8,6/18/2009,6/18/2009,2009,20092,Q2,200906,June,200925,Week 25,Thursday,WorkDay,None,None
2997186,Fabrikam Laptop8.9 E8002 Red,"Fabrikam, Inc.",Fabrikam,Economy,166.2,326,20,0,0,3324,6520,6/18/2009,6/18/2009,2009,20092,Q2,200906,June,200925,Week 25,Thursday,WorkDay,None,None
1857723,Fabrikam Laptop16 M6000 Black,"Fabrikam, Inc.",Fabrikam,Regular,275.46,599,10,0,0,2754.6,5990,6/19/2009,6/19/2009,2009,20092,Q2,200906,June,200925,Week 25,Friday,WorkDay,None,None
2870750,Contoso 32GB Video MP3 Player M3200 Orange,"Contoso, Ltd",Contoso,Regular,84.49,255,10,0,0,844.9,2550,6/19/2009,6/19/2009,2009,20092,Q2,200906,June,200925,Week 25,Friday,WorkDay,None,None
2742772,WWI LCD20 M220 Black,Wide World Importers,Wide World Importers,Regular,119.11,259,10,0,0,1191.1,2590,6/19/2009,6/19/2009,2009,20092,Q2,200906,June,200925,Week 25,Friday,WorkDay,None,None
3193803,Contoso Screen 125in M250 White,"Contoso, Ltd",Contoso,Regular,152.08,459,10,0,0,1520.8,4590,6/19/2009,6/19/2009,2009,20092,Q2,200906,June,200925,Week 25,Friday,WorkDay,None,None
2167455,Adventure Works Chandelier M8150 Black,Adventure Works,Adventure Works,Regular,123.47,268.5,10,0,0,1234.7,2685,6/19/2009,6/19/2009,2009,20092,Q2,200906,June,200925,Week 25,Friday,WorkDay,None,None
959779,Contoso Microwave 0.9CuFt E0090 Black,"Contoso, Ltd",Contoso,Economy,50.98,99.99,20,0,0,1019.6,1999.8,6/19/2009,6/19/2009,2009,20092,Q2,200906,June,200925,Week 25,Friday,WorkDay,None,None
2571166,The Phone Company PDA Handheld 3.5 inch M610 Black,The Phone Company,The Phone Company,Regular,117.27,255,10,0,0,1172.7,2550,6/19/2009,6/19/2009,2009,20092,Q2,200906,June,200925,Week 25,Friday,WorkDay,None,None
3389417,Contoso Lifestyles Series - Big Button Cordless phone M800 White,"Contoso, Ltd",Contoso,Regular,10.58,23,10,0,0,105.8,230,6/19/2009,6/19/2009,2009,20092,Q2,200906,June,200925,Week 25,Friday,WorkDay,None,None
1365480,A. Datum SLR-like Digital Camera M400 Azure,A. Datum Corporation,A. Datum,Regular,90.55,196.9,10,0,0,905.5,1969,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
3031993,Fabrikam Coffee Maker 4C E080 Grey,"Fabrikam, Inc.",Fabrikam,Economy,66.23,129.9,20,0,0,1324.6,2598,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
694532,Proseware LCD22 M2000 Black,"Proseware, Inc.",Proseware,Regular,205.09,619,10,0,0,2050.9,6190,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
2752015,WWI Laptop15.4W M0156 White,Wide World Importers,Wide World Importers,Regular,348.58,758,10,0,0,3485.8,7580,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
2145674,Proseware Laptop8.9 E089 White,"Proseware, Inc.",Proseware,Economy,166.2,326,20,0,0,3324,6520,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
2927438,Contoso 32GB Video MP3 Player M3200 Pink,"Contoso, Ltd",Contoso,Regular,84.49,255,10,0,0,844.9,2550,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
277394,Contoso 4GB Flash MP3 Player E401 Black,"Contoso, Ltd",Contoso,Economy,35.72,77.68,20,0,0,714.4,1553.6,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
1156587,Adventure Works 15.6" LCD TV M130W Silver,Adventure Works,Adventure Works,Regular,152.94,299.99,10,0,0,1529.4,2999.9,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
206660,SV Car Video LCD7 M7003 Silver,Southridge Video,Southridge Video,Regular,169.69,369,10,0,0,1696.9,3690,6/20/2009,6/20/2009,2009,20092,Q2,200906,June,200925,Week 25,Saturday,WeekEnd,None,None
1659998,Adventure Works Desktop PC1.80 ED180 Black,Adventure Works,Adventure Works,Regular,188.13,369,10,0,0,1881.3,3690,6/21/2009,6/21/2009,2009,20092,Q2,200906,June,200926,Week 26,Sunday,WeekEnd,None,None
63319,WWI LCD22 M2002 White,Wide World Importers,Wide World Importers,Regular,205.09,619,10,0,0,2050.9,6190,6/21/2009,6/21/2009,2009,20092,Q2,200906,June,200926,Week 26,Sunday,WeekEnd,None,None
2224432,SV 40GB USB2.0 Portable Hard Disk E400 Red,Southridge Video,Southridge Video,Economy,38.74,75.99,20,0,0,774.8,1519.8,6/21/2009,6/21/2009,2009,20092,Q2,200906,June,200926,Week 26,Sunday,WeekEnd,None,None
2430354,Contoso Optical Wheel OEM PS/2 Mouse E60 White,"Contoso, Ltd",Contoso,Economy,6.63,13,20,0,0,132.6,260,6/21/2009,6/21/2009,2009,20092,Q2,200906,June,200926,Week 26,Sunday,WeekEnd,None,None
1775057,Contoso Microwave 1.0CuFt E0110 Silver,"Contoso, Ltd",Contoso,Regular,71.37,139.99,10,0,0,713.7,1399.9,6/21/2009,6/21/2009,2009,20092,Q2,200906,June,200926,Week 26,Sunday,WeekEnd,None,None
1789256,Contoso Microwave 2.2CuFt M0125 White,"Contoso, Ltd",Contoso,Regular,91.97,199.99,10,0,0,919.7,1999.9,6/22/2009,6/22/2009,2009,20092,Q2,200906,June,200926,Week 26,Monday,WorkDay,None,None
2821916,Contoso DVD 7-Inch Player Portable E200 White,"Contoso, Ltd",Contoso,Economy,56.08,109.99,20,0,0,1121.6,2199.8,6/22/2009,6/22/2009,2009,20092,Q2,200906,June,200926,Week 26,Monday,WorkDay,None,None
2145081,Contoso Finger Touch Screen Phones M30 Black,"Contoso, Ltd",Contoso,Economy,91.51,199,20,0,0,1830.2,3980,6/22/2009,6/22/2009,2009,20092,Q2,200906,June,200926,Week 26,Monday,WorkDay,None,None
2003298,Proseware Laptop15.4W M518 White,"Proseware, Inc.",Proseware,Regular,348.58,758,10,0,0,3485.8,7580,6/22/2009,6/22/2009,2009,20092,Q2,200906,June,200926,Week 26,Monday,WorkDay,None,None
2083758,Fabrikam Laptop13.3 M3000 Red,"Fabrikam, Inc.",Fabrikam,Regular,193.74,380,10,0,0,1743.66,3800,6/22/2009,6/22/2009,2009,20092,Q2,200906,June,200926,Week 26,Monday,WorkDay,None,None
820267,Adventure Works 13" Color TV E25 Silver,Adventure Works,Adventure Works,Economy,61.17,119.99,20,0,0,1223.4,2399.8,6/22/2009,6/22/2009,2009,20092,Q2,200906,June,200926,Week 26,Monday,WorkDay,None,None
14811,Contoso Home Theater System 2.1 Channel E1220 Brown,"Contoso, Ltd",Contoso,Economy,101.46,199,20,0,0,2029.2,3980,6/23/2009,6/23/2009,2009,20092,Q2,200906,June,200926,Week 26,Tuesday,WorkDay,None,None
2041585,The Phone Company Smart phones 4 GB of Memory M300 White,The Phone Company,The Phone Company,Regular,109.91,239,10,0,0,1099.1,2390,6/23/2009,6/23/2009,2009,20092,Q2,200906,June,200926,Week 26,Tuesday,WorkDay,None,None
1632847,The Phone Company Smart phones 320 x 320 M86 White,The Phone Company,The Phone Company,Regular,132.44,288,10,0,0,1191.96,2880,6/23/2009,6/23/2009,2009,20092,Q2,200906,June,200926,Week 26,Tuesday,WorkDay,None,None
3047521,The Phone Company Finger Touch Screen Phones M30 Black,The Phone Company,The Phone Company,Economy,91.51,199,20,0,0,1830.2,3980,6/23/2009,6/23/2009,2009,20092,Q2,200906,June,200926,Week 26,Tuesday,WorkDay,None,None
413279,Fabrikam Refrigerator 4.6CuFt E2800 Brown,"Fabrikam, Inc.",Fabrikam,Regular,152.94,299.99,10,0,0,1529.4,2999.9,6/23/2009,6/23/2009,2009,20092,Q2,200906,June,200926,Week 26,Tuesday,WorkDay,None,None
1772429,Proseware Air conditioner 10000BTU M490 White,"Proseware, Inc.",Proseware,Regular,197.74,429.99,10,0,0,1977.4,4299.9,6/23/2009,6/23/2009,2009,20092,Q2,200906,June,200926,Week 26,Tuesday,WorkDay,None,None
1041899,Proseware Air conditioner 6000BTU E180 Red,"Proseware, Inc.",Proseware,Economy,101.96,199.99,20,0,0,2039.2,3999.8,6/23/2009,6/23/2009,2009,20092,Q2,200906,June,200926,Week 26,Tuesday,WorkDay,None,None
1625849,Proseware Desk Lamp E0120 Grey,"Proseware, Inc.",Proseware,Economy,15.29,29.99,20,0,0,305.8,599.8,6/24/2009,6/24/2009,2009,20092,Q2,200906,June,200926,Week 26,Wednesday,WorkDay,None,None
69552,Contoso Washer & Dryer 15.5in E155 White,"Contoso, Ltd",Contoso,Economy,509.32,999,5,0,0,2546.6,4995,6/24/2009,6/24/2009,2009,20092,Q2,200906,June,200926,Week 26,Wednesday,WorkDay,None,None
2733365,Fabrikam Refrigerator 1.7CuFt E1200 Grey,"Fabrikam, Inc.",Fabrikam,Economy,66.27,129.99,20,0,0,1325.4,2599.8,6/24/2009,6/24/2009,2009,20092,Q2,200906,June,200926,Week 26,Wednesday,WorkDay,None,None
684389,Adventure Works Coffee Maker 4C E080 Silver,Adventure Works,Adventure Works,Economy,66.23,129.9,20,0,0,1324.6,2598,6/24/2009,6/24/2009,2009,20092,Q2,200906,June,200926,Week 26,Wednesday,WorkDay,None,None
703480,Contoso Private Automatic Branch Exchange M65 Black,"Contoso, Ltd",Contoso,Regular,17.93,38.99,10,0,0,179.3,389.9,6/24/2009,6/24/2009,2009,20092,Q2,200906,June,200926,Week 26,Wednesday,WorkDay,None,None
2598753,Fabrikam SLR Camera 35" X358 Pink,"Fabrikam, Inc.",Fabrikam,Regular,144.52,436.2,10,0,0,1445.2,4362,6/24/2009,6/24/2009,2009,20092,Q2,200906,June,200926,Week 26,Wednesday,WorkDay,None,None
424461,Contoso ADSL Modem Splitter/Filter X 2 E200 Grey,"Contoso, Ltd",Contoso,Economy,11.68,22.9,20,0,0,233.6,458,6/24/2009,6/24/2009,2009,20092,Q2,200906,June,200926,Week 26,Wednesday,WorkDay,None,None
1658924,Proseware Screen 125in X1609 Black,"Proseware, Inc.",Proseware,Regular,152.08,459,10,0,0,1520.8,4590,6/25/2009,6/25/2009,2009,20092,Q2,200906,June,200926,Week 26,Thursday,WorkDay,None,None
1132520,Adventure Works Laptop8.9 E0890 Silver,Adventure Works,Adventure Works,Economy,166.2,326,20,0,0,3324,6520,6/25/2009,6/25/2009,2009,20092,Q2,200906,June,200926,Week 26,Thursday,WorkDay,None,None
2950450,Contoso Home Theater System 5.1 Channel M1540 White,"Contoso, Ltd",Contoso,Regular,243.27,529,10,0,0,2432.7,5290,6/25/2009,6/25/2009,2009,20092,Q2,200906,June,200926,Week 26,Thursday,WorkDay,None,None
3314683,Fabrikam SLR Camera 35" X358 Orange,"Fabrikam, Inc.",Fabrikam,Regular,144.52,436.2,10,0,0,1445.2,4362,6/25/2009,6/25/2009,2009,20092,Q2,200906,June,200926,Week 26,Thursday,WorkDay,None,None
1608536,Litware Microwave 1.0CuFt E110 Blue,"Litware, Inc.",Litware,Regular,71.37,139.99,10,0,0,713.7,1399.9,6/25/2009,6/25/2009,2009,20092,Q2,200906,June,200926,Week 26,Thursday,WorkDay,None,None
33298,Fabrikam Microwave 1.6CuFt M1250 Blue,"Fabrikam, Inc.",Fabrikam,Regular,82.77,179.99,10,0,0,827.7,1799.9,6/26/2009,6/26/2009,2009,20092,Q2,200906,June,200926,Week 26,Friday,WorkDay,None,None
1807535,Litware Refrigerator 3.2CuFt E160 Silver,"Litware, Inc.",Litware,Regular,142.75,279.99,10,0,0,1427.5,2799.9,6/26/2009,6/26/2009,2009,20092,Q2,200906,June,200926,Week 26,Friday,WorkDay,None,None
300886,Litware Home Theater System 2.1 Channel E211 Black,"Litware, Inc.",Litware ,Economy,137.6,269.9,20,0,0,2752,5398,6/26/2009,6/26/2009,2009,20092,Q2,200906,June,200926,Week 26,Friday,WorkDay,None,None
583199,Adventure Works CRT17 E105 Black,Adventure Works,Adventure Works,Economy,30.08,59,20,0,0,601.6,1180,6/26/2009,6/26/2009,2009,20092,Q2,200906,June,200926,Week 26,Friday,WorkDay,None,None
2207959,WWI Laptop16 M0160 White,Wide World Importers,Wide World Importers,Regular,275.46,599,10,0,0,2754.6,5990,6/26/2009,6/26/2009,2009,20092,Q2,200906,June,200926,Week 26,Friday,WorkDay,None,None
156794,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,"Contoso, Ltd",Contoso,Economy,9.13,17.9,20,0,0,182.6,358,6/26/2009,6/26/2009,2009,20092,Q2,200906,June,200926,Week 26,Friday,WorkDay,None,None
816487,Contoso Air conditioner 5200BTU E0100 Grey,"Contoso, Ltd",Contoso ,Economy,56.08,109.99,20,0,0,1121.6,2199.8,6/26/2009,6/26/2009,2009,20092,Q2,200906,June,200926,Week 26,Friday,WorkDay,None,None
2159302,Proseware Air conditioner 10000BTU M490 Grey,"Proseware, Inc.",Proseware,Regular,197.74,429.99,10,0,0,1779.66,4299.9,6/27/2009,6/27/2009,2009,20092,Q2,200906,June,200926,Week 26,Saturday,WeekEnd,None,None
1366072,Proseware Photo Smart All-in-One Printer M380 Grey,"Proseware, Inc.",Proseware,Regular,67.6,147,10,0,0,676,1470,6/27/2009,6/27/2009,2009,20092,Q2,200906,June,200926,Week 26,Saturday,WeekEnd,None,None
3225657,SV Rechargeable Bluetooth Notebook Mouse E80 Black,Southridge Video,Southridge Video,Economy,30.58,59.99,20,0,0,611.6,1199.8,6/27/2009,6/27/2009,2009,20092,Q2,200906,June,200926,Week 26,Saturday,WeekEnd,None,None
1195008,Contoso Screen 106in M060 Silver,"Contoso, Ltd",Contoso,Regular,83.16,251,10,0,0,748.44,2510,6/27/2009,6/27/2009,2009,20092,Q2,200906,June,200926,Week 26,Saturday,WeekEnd,None,None
2895261,Contoso Home Theater System 4.1 Channel M1410 Black,"Contoso, Ltd",Contoso,Regular,167.73,329,10,0,0,1677.3,3290,6/27/2009,6/27/2009,2009,20092,Q2,200906,June,200926,Week 26,Saturday,WeekEnd,None,None
1555587,Fabrikam Laptop14.1 M4100 White,"Fabrikam, Inc.",Fabrikam,Regular,269.48,586,10,0,0,2694.8,5860,6/27/2009,6/27/2009,2009,20092,Q2,200906,June,200926,Week 26,Saturday,WeekEnd,None,None
1842258,Litware Washer & Dryer 25.5in M350 Blue,"Litware, Inc.",Litware,Regular,914.67,1989,2,0,0,1829.34,3978,6/27/2009,6/27/2009,2009,20092,Q2,200906,June,200926,Week 26,Saturday,WeekEnd,None,None
1912152,Adventure Works Wall Lamp E3150 Black,Adventure Works,Adventure Works,Economy,52,101.99,20,0,0,1040,2039.8,6/27/2009,6/27/2009,2009,20092,Q2,200906,June,200926,Week 26,Saturday,WeekEnd,None,None
2433059,Litware Microwave 0.9CuFt E090 Black,"Litware, Inc.",Litware,Economy,50.98,99.99,20,0,0,1019.6,1999.8,6/28/2009,6/28/2009,2009,20092,Q2,200906,June,200927,Week 27,Sunday,WeekEnd,None,None
65782,Contoso DVD 7-Inch Player Portable E200 White,"Contoso, Ltd",Contoso,Economy,56.08,109.99,20,0,0,1121.6,2199.8,6/28/2009,6/28/2009,2009,20092,Q2,200906,June,200927,Week 27,Sunday,WeekEnd,None,None
2548529,A. Datum All in One Digital Camera M200 Azure,A. Datum Corporation,A. Datum,Regular,86.45,188,10,0,0,864.5,1880,6/28/2009,6/28/2009,2009,20092,Q2,200906,June,200927,Week 27,Sunday,WeekEnd,None,None
3080149,Contoso General Soft Carrying Case E318 White,"Contoso, Ltd",Contoso,Economy,7.64,14.99,20,0,0,152.8,299.8,6/28/2009,6/28/2009,2009,20092,Q2,200906,June,200927,Week 27,Sunday,WeekEnd,None,None
2560179,WWI Laptop12 M0120 Black,Wide World Importers,Wide World Importers,Regular,195.24,382.95,10,0,0,1952.4,3829.5,6/28/2009,6/28/2009,2009,20092,Q2,200906,June,200927,Week 27,Sunday,WeekEnd,None,None
1610821,Proseware Air conditioner 7000BTU E260 Grey,"Proseware, Inc.",Proseware,Regular,152.94,299.99,10,0,0,1529.4,2999.9,6/28/2009,6/28/2009,2009,20092,Q2,200906,June,200927,Week 27,Sunday,WeekEnd,None,None
1389576,SV Car Video LCD7W M7081 Black,Southridge Video,Southridge Video,Regular,229.47,499,10,0,0,2294.7,4990,6/29/2009,6/29/2009,2009,20092,Q2,200906,June,200927,Week 27,Monday,WorkDay,None,None
1911072,SV Car Video LCD7W M7080 Brown,Southridge Video,Southridge Video,Regular,229.93,500,10,0,0,2299.3,5000,6/29/2009,6/29/2009,2009,20092,Q2,200906,June,200927,Week 27,Monday,WorkDay,None,None
1185092,Contoso Single-line phones E10 White,"Contoso, Ltd",Contoso,Economy,5.09,9.99,20,0,0,101.8,199.8,6/29/2009,6/29/2009,2009,20092,Q2,200906,June,200927,Week 27,Monday,WorkDay,None,None
3344635,The Phone Company Touch Screen Phones 5-Wire/On-wall M508 Grey,The Phone Company,The Phone Company,Regular,118.65,258,10,0,0,1186.5,2580,6/29/2009,6/29/2009,2009,20092,Q2,200906,June,200927,Week 27,Monday,WorkDay,None,None
547258,Contoso Coffee Maker Auto 5C E0900 Black,"Contoso, Ltd",Contoso,Economy,83.1,163,20,0,0,1662,3260,6/29/2009,6/29/2009,2009,20092,Q2,200906,June,200927,Week 27,Monday,WorkDay,None,None
2057930,Fabrikam Refrigerator 1.7CuFt E1200 Blue,"Fabrikam, Inc.",Fabrikam,Economy,66.27,129.99,20,0,0,1325.4,2599.8,6/30/2009,6/30/2009,2009,20092,Q2,200906,June,200927,Week 27,Tuesday,WorkDay,None,None
1275088,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Grey,"Fabrikam, Inc.",Fabrikam  ,Regular,275.92,600,10,0,0,2759.2,6000,6/30/2009,6/30/2009,2009,20092,Q2,200906,June,200927,Week 27,Tuesday,WorkDay,None,None
3140917,Adventure Works Laptop16 M1601 Red,Adventure Works,Adventure Works,Regular,275.46,599,20,0,0,5509.2,11980,6/30/2009,6/30/2009,2009,20092,Q2,200906,June,200927,Week 27,Tuesday,WorkDay,None,None
2332923,Contoso Home Theater System 4.1 Channel M1400 White,"Contoso, Ltd",Contoso,Regular,208.52,409,10,0,0,2085.2,4090,6/30/2009,6/30/2009,2009,20092,Q2,200906,June,200927,Week 27,Tuesday,WorkDay,None,None
2466984,Proseware Laptop15 M510 Black,"Proseware, Inc.",Proseware,Regular,321.44,699,10,0,0,3214.4,6990,6/30/2009,6/30/2009,2009,20092,Q2,200906,June,200927,Week 27,Tuesday,WorkDay,None,None
1694968,Contoso ADSL Modem Splitter/Filter X 1 E100 Black,"Contoso, Ltd",Contoso,Economy,9.13,17.9,20,0,0,182.6,358,6/30/2009,6/30/2009,2009,20092,Q2,200906,June,200927,Week 27,Tuesday,WorkDay,None,None
3399526,Litware USB Durable Desk Soft Fan E1401 White,"Litware, Inc.",Litware,Economy,15.29,30,20,0,0,305.8,600,6/30/2009,6/30/2009,2009,20092,Q2,200906,June,200927,Week 27,Tuesday,WorkDay,None,None
2554069,Proseware Duplex Scanner M200 Green,"Proseware, Inc.",Proseware,Regular,68.52,149,12,2,29.8,753.72,1758.2,7/1/2009,7/1/2009,2009,20093,Q3,200907,July,200927,Week 27,Wednesday,WorkDay,Back to School,Back to School
626909,Contoso Wireless Notebook Optical Mouse M35 Orange,"Contoso, Ltd",Contoso,Regular,13.77,29.95,12,1,2.995,165.24,356.405,7/1/2009,7/1/2009,2009,20093,Q3,200907,July,200927,Week 27,Wednesday,WorkDay,Back to School,Back to School
2202368,Contoso Notebook Peripheral Kit M69 White,"Contoso, Ltd",Contoso,Regular,7.59,16.5,12,4,6.6,91.08,191.4,7/1/2009,7/1/2009,2009,20093,Q3,200907,July,200927,Week 27,Wednesday,WorkDay,Back to School,Back to School
1797555,Adventure Works 20" Analog CRT TV E45 Silver,Adventure Works,Adventure Works,Economy,101.97,200,24,4,80,2447.28,4720,7/1/2009,7/1/2009,2009,20093,Q3,200907,July,200927,Week 27,Wednesday,WorkDay,Back to School,Back to School
3382570,WWI Laptop16 M0160 Black,Wide World Importers,Wide World Importers,Regular,275.46,599,12,3,179.7,3305.52,7008.3,7/1/2009,7/1/2009,2009,20093,Q3,200907,July,200927,Week 27,Wednesday,WorkDay,Back to School,Back to School
1907239,SV Car Video AM/FM E1000 Black,Southridge Video,Southridge Video,Economy,101.46,199,24,3,59.7,2435.04,4716.3,7/1/2009,7/1/2009,2009,20093,Q3,200907,July,200927,Week 27,Wednesday,WorkDay,Back to School,Back to School
